order_id,item_id,product_id,quantity,list_price,discount,Extraction_Date,source,extraction_time
12,2,11,1,1680.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
13,1,13,1,269.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
13,2,17,2,429.0,0.05,1714563465,Database,2026-03-25 05:35:38.931420
13,3,20,2,599.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
13,4,16,2,599.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
14,1,6,1,469.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
15,1,12,2,549.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
15,2,8,1,1799.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
15,3,18,2,449.0,0.05,1714563465,Database,2026-03-25 05:35:38.931420
15,4,23,2,299.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
16,1,8,1,1799.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
16,2,21,1,269.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
16,3,13,2,269.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
16,4,14,1,269.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
17,1,8,1,1799.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
17,2,23,1,299.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
17,3,5,1,1320.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
17,4,20,2,599.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
18,1,2,2,749.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
18,2,22,1,269.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
18,3,7,1,3999.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
18,4,25,2,499.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
18,5,9,2,2999.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
19,1,10,1,1549.0,0.07,1714563465,Database,2026-03-25 05:35:38.931420
19,2,9,2,2999.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
20,1,9,1,2999.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
20,2,10,2,1549.0,0.07,1714563465,Database,2026-03-25 05:35:38.931420
21,1,14,1,269.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
21,2,17,1,429.0,0.1,1714563465,Database,2026-03-25 05:35:38.931420
21,3,10,1,1549.0,0.07,1714563465,Database,2026-03-25 05:35:38.931420
22,1,15,2,529.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
22,2,22,1,269.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
23,1,4,2,2899.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
23,2,23,2,299.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
23,3,13,1,269.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
24,1,3,2,999.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
24,2,18,2,449.0,0.07,1714563465,Database,2026-03-25 05:35:38.931420
25,1,23,2,299.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
25,2,10,2,1549.0,0.2,1714563465,Database,2026-03-25 05:35:38.931420
25,3,22,1,269.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
25,4,14,1,269.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
25,5,21,1,269.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
26,1,7,1,3999.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
26,2,2,1,749.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
26,3,12,1,549.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
26,4,21,2,269.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
27,1,5,1,1320.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
27,2,19,1,449.0,0.2,1714563465,Database,2026-03-25 05:35:38.931420
27,3,26,2,599.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
27,4,8,1,1799.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
28,1,5,1,1320.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
28,2,7,2,3999.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
28,3,14,2,269.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
28,4,6,1,469.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
29,1,24,2,549.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
29,2,6,1,469.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
29,3,21,2,269.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
29,4,8,1,1799.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
29,5,14,2,269.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
30,1,26,1,599.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
30,2,17,1,429.0,0.07,1714563465,Database,2026-03-25 05:35:38.931420
30,3,19,1,449.0,0.1,1714563465,Database,2026-03-25 05:35:38.931420
30,4,4,1,2899.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
30,5,7,2,3999.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
31,1,11,2,1680.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
31,2,9,2,2999.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
32,1,8,2,1799.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
32,2,12,2,549.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
32,3,25,2,499.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
33,1,23,2,299.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
33,2,7,1,3999.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
34,1,8,2,1799.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
34,2,10,2,1549.0,0.1,1714563465,Database,2026-03-25 05:35:38.931420
34,3,17,2,429.0,0.2,1714563465,Database,2026-03-25 05:35:38.931420
35,1,18,1,449.0,0.05,1714563465,Database,2026-03-25 05:35:38.931420
35,2,20,2,599.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
35,3,5,1,1320.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
35,4,21,2,269.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
35,5,22,1,269.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
36,1,9,1,2999.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
36,2,5,1,1320.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
36,3,3,2,999.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
37,1,16,2,599.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
38,1,7,2,3999.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
38,2,23,1,299.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
38,3,25,1,499.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
38,4,10,2,1549.0,0.1,1714563465,Database,2026-03-25 05:35:38.931420
38,5,24,1,549.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
39,1,22,2,269.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
39,2,16,2,599.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
39,3,3,2,999.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
39,4,15,1,529.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
40,1,17,1,429.0,0.2,1714563465,Database,2026-03-25 05:35:38.931420
40,2,8,2,1799.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
41,1,5,1,1320.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
41,2,19,2,449.0,0.2,1714563465,Database,2026-03-25 05:35:38.931420
41,3,26,2,599.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
42,1,19,1,449.0,0.05,1714563465,Database,2026-03-25 05:35:38.931420
43,1,13,2,269.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
43,2,12,2,549.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
44,1,7,1,3999.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
44,2,16,1,599.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
45,1,4,2,2899.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
45,2,22,1,269.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
45,3,21,2,269.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
46,1,17,1,429.0,0.1,1714563465,Database,2026-03-25 05:35:38.931420
47,1,6,1,469.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
47,2,15,1,529.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
47,3,25,2,499.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
47,4,13,1,269.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
48,1,11,1,1680.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
48,2,4,1,2899.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
48,3,5,2,1320.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
48,4,14,2,269.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
49,1,13,2,269.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
50,1,3,1,999.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
50,2,26,2,599.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
50,3,13,2,269.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
51,1,13,1,269.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
51,2,20,1,599.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
51,3,26,2,599.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
52,1,25,1,499.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
53,1,8,2,1799.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
53,2,23,2,299.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
53,3,14,2,269.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
53,4,25,2,499.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
54,1,26,2,599.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
54,2,3,1,999.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
55,1,21,1,269.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
55,2,25,2,499.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
55,3,15,2,529.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
56,1,20,2,599.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
57,1,23,2,299.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
57,2,19,2,449.0,0.2,1714563465,Database,2026-03-25 05:35:38.931420
57,3,13,1,269.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
58,1,14,2,269.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
58,2,18,1,449.0,0.07,1714563465,Database,2026-03-25 05:35:38.931420
58,3,23,1,299.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
59,1,21,1,269.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
59,2,2,1,749.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
59,3,17,2,429.0,0.1,1714563465,Database,2026-03-25 05:35:38.931420
60,1,14,2,269.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
60,2,4,1,2899.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
60,3,15,1,529.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
60,4,22,1,269.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
61,1,25,1,499.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
61,2,15,2,529.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
61,3,5,2,1320.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
62,1,14,1,269.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
62,2,8,2,1799.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
62,3,22,2,269.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
63,1,25,2,499.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
63,2,19,2,449.0,0.05,1714563465,Database,2026-03-25 05:35:38.931420
63,3,3,1,999.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
64,1,25,2,499.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
64,2,22,2,269.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
64,3,23,2,299.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
64,4,24,2,549.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
65,1,12,1,549.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
66,1,2,1,749.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
66,2,23,1,299.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
66,3,12,1,549.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
67,1,23,2,299.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
67,2,12,2,549.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
67,3,21,1,269.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
67,4,5,2,1320.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
67,5,19,1,449.0,0.2,1714563465,Database,2026-03-25 05:35:38.931420
68,1,13,2,269.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
68,2,17,1,429.0,0.1,1714563465,Database,2026-03-25 05:35:38.931420
69,1,22,2,269.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
69,2,5,1,1320.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
69,3,10,1,1549.0,0.05,1714563465,Database,2026-03-25 05:35:38.931420
70,1,3,2,999.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
70,2,18,1,449.0,0.2,1714563465,Database,2026-03-25 05:35:38.931420
70,3,20,1,599.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
71,1,26,2,599.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
71,2,24,1,549.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
71,3,18,1,449.0,0.1,1714563465,Database,2026-03-25 05:35:38.931420
72,1,17,2,429.0,0.07,1714563465,Database,2026-03-25 05:35:38.931420
72,2,12,1,549.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
72,3,13,2,269.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
73,1,22,1,269.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
73,2,26,2,599.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
73,3,3,2,999.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
73,4,25,1,499.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
73,5,23,2,299.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
74,1,16,2,599.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
74,2,6,1,469.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
75,1,3,1,999.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
75,2,7,2,3999.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
75,3,15,1,529.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
76,1,12,1,549.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
76,2,11,2,1680.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
76,3,5,1,1320.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
77,1,20,1,599.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
77,2,24,2,549.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
77,3,26,1,599.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
77,4,25,1,499.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
78,1,17,1,429.0,0.07,1714563465,Database,2026-03-25 05:35:38.931420
78,2,19,1,449.0,0.2,1714563465,Database,2026-03-25 05:35:38.931420
78,3,18,2,449.0,0.1,1714563465,Database,2026-03-25 05:35:38.931420
78,4,14,2,269.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
79,1,9,2,2999.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
79,2,17,2,429.0,0.05,1714563465,Database,2026-03-25 05:35:38.931420
79,3,6,1,469.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
79,4,25,2,499.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
80,1,26,1,599.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
80,2,24,1,549.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
80,3,17,1,429.0,0.2,1714563465,Database,2026-03-25 05:35:38.931420
81,1,10,2,1549.0,0.2,1714563465,Database,2026-03-25 05:35:38.931420
81,2,23,2,299.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
81,3,25,2,499.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
82,1,25,2,499.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
82,2,11,2,1680.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
83,1,20,1,599.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
83,2,3,2,999.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
84,1,23,2,299.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
84,2,15,2,529.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
85,1,4,2,2899.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
85,2,18,1,449.0,0.07,1714563465,Database,2026-03-25 05:35:38.931420
86,1,9,2,2999.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
86,2,23,2,299.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
86,3,21,2,269.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
86,4,15,1,529.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
87,1,20,2,599.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
87,2,23,2,299.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
88,1,10,1,1549.0,0.07,1714563465,Database,2026-03-25 05:35:38.931420
88,2,8,2,1799.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
88,3,7,1,3999.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
89,1,5,1,1320.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
89,2,6,2,469.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
90,1,3,1,999.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
90,2,6,1,469.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
91,1,11,1,1680.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
91,2,25,1,499.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
91,3,15,2,529.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
91,4,13,2,269.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
92,1,8,1,1799.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
93,1,22,2,269.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
93,2,17,1,429.0,0.05,1714563465,Database,2026-03-25 05:35:38.931420
93,3,21,1,269.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
93,4,2,1,749.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
93,5,10,2,1549.0,0.07,1714563465,Database,2026-03-25 05:35:38.931420
94,1,12,1,549.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
94,2,4,1,2899.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
94,3,11,1,1680.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
94,4,21,2,269.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
95,1,10,2,1549.0,0.2,1714563465,Database,2026-03-25 05:35:38.931420
95,2,19,1,449.0,0.1,1714563465,Database,2026-03-25 05:35:38.931420
95,3,8,2,1799.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
95,4,20,2,599.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
96,1,26,1,599.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
96,2,23,1,299.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
97,1,20,2,599.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
97,2,2,1,749.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
97,3,6,2,469.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
97,4,19,1,449.0,0.1,1714563465,Database,2026-03-25 05:35:38.931420
98,1,19,1,449.0,0.07,1714563465,Database,2026-03-25 05:35:38.931420
98,2,21,1,269.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
98,3,2,1,749.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
98,4,22,2,269.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
99,1,13,1,269.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
99,2,21,1,269.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
99,3,25,2,499.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
99,4,7,2,3999.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
99,5,23,2,299.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
100,1,12,2,549.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
100,2,11,2,1680.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
100,3,7,2,3999.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
100,4,16,2,599.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
100,5,24,2,549.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
101,1,12,2,549.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
102,1,15,1,529.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
102,2,22,1,269.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
103,1,17,1,429.0,0.07,1714563465,Database,2026-03-25 05:35:38.931420
103,2,3,1,999.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
103,3,18,1,449.0,0.2,1714563465,Database,2026-03-25 05:35:38.931420
103,4,15,2,529.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
103,5,9,2,2999.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
104,1,19,2,449.0,0.1,1714563465,Database,2026-03-25 05:35:38.931420
104,2,26,1,599.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
105,1,11,2,1680.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
105,2,3,1,999.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
105,3,9,1,2999.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
106,1,17,1,429.0,0.1,1714563465,Database,2026-03-25 05:35:38.931420
106,2,13,2,269.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
107,1,19,1,449.0,0.2,1714563465,Database,2026-03-25 05:35:38.931420
107,2,13,2,269.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
108,1,11,1,1680.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
108,2,22,2,269.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
108,3,16,2,599.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
109,1,22,2,269.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
109,2,6,1,469.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
110,1,14,1,269.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
111,1,14,1,269.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
111,2,12,2,549.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
112,1,23,2,299.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
112,2,25,2,499.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
112,3,24,2,549.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
112,4,5,1,1320.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
113,1,12,2,549.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
113,2,24,2,549.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
113,3,6,1,469.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
113,4,23,1,299.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
113,5,5,2,1320.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
114,1,12,1,549.99,0.05,1714563465,Database,2026-03-25 05:35:38.931420
114,2,2,1,749.99,0.07,1714563465,Database,2026-03-25 05:35:38.931420
114,3,13,2,269.99,0.1,1714563465,Database,2026-03-25 05:35:38.931420
115,1,22,1,269.99,0.2,1714563465,Database,2026-03-25 05:35:38.931420
115,2,19,1,449.0,0.1,1714563465,Database,2026-03-25 05:35:38.931420
